DMR_TRIP_IDENTIFIER,EFFORT_START_DATE,EFFORT_START_TIME,DMR_EFFORT_IDENTIFIER,START_LATITUDE,START_LONGITUDE,END_LATITUDE,END_LONGITUDE,REGION,STRATUM,STATION_TYPE,START_DEPTH,LENGTH_TOW_TIME,EFFORT_SEQ_NO,TOW_LENGTH_NM,WATER_TEMP_C,SALINITY,END_DEPTH,SURFACE_TEMP_C,SURFACE_SALINITY,TOW_QUALITY,GEAR_CONDITION,EFFORT_END_DATE,EFFORT_END_TIME,WAVE_HEIGHT,WIND,WIND_DIRECTION,GRID_ID
SP11,5/23/11,11:53,73,43.99595,-68.4346,43.98513333,-68.44375,4,3,R,45.8,00:20,2486032,0.76,6.4,31.89,47.1,6.3,31.14,1,K,5/23/11,12:13,3,16,E,543
SP11,5/23/11,13:16,74,44.0063,-68.40033333,44.0195,-68.39528333,4,3,R,47.8,00:19,2486033,0.8209,6.3,31.93,45.9,6.4,31.46,1,A,5/23/11,13:35,3,12,E,490
SP11,5/23/11,15:04,75,44.02843333,-68.54411667,44.04201667,-68.54353333,4,2,R,38,00:20,2486034,0.8151,6.3,31.62,33.9,6.9,31.07,1,K,5/23/11,15:24,3,14,NW,455
SP11,5/23/11,17:02,76,44.16485,-68.53345,44.15443333,-68.54463333,4,1,F,16.6,00:20,2486035,0.7893,7.2,30.99,13.7,7.6,30.89,1,K,5/23/11,17:22,1,17,NW,255
SP11,5/24/11,08:01,77,44.31755,-68.54426667,44.32826667,-68.54705,4,1,R,20.2,00:17,2486036,0.6538,6.5,30.23,18.6,7.7,30.5,2,A,5/24/11,08:18,1,20,S,64
SP11,5/24/11,09:47,78,44.26018333,-68.4827,44.25591667,-68.47571667,4,1,R,17,00:10,2486037,0.3946,7.4,31.06,15.7,7.8,30.68,3,H,5/24/11,09:57,2,22,S,128
SP11,5/24/11,11:39,79,44.2173,-68.44406667,44.20895,-68.43558333,4,1,R,13.1,00:15,2486038,0.6202,7.1,31,14.5,7.6,30.82,2,A,5/24/11,11:54,2,19,S,189
SP11,5/25/11,08:07,80,43.90753333,-68.36436667,43.91915,-68.3562,4,4,R,68.7,00:21,2486039,0.7815,6.6,32.56,62.4,6.5,31.84,1,K,5/25/11,08:28,3,11,E,640
SP11,5/25/11,09:27,81,43.8805,-68.29565,43.89315,-68.3019,4,4,R,81.7,00:20,2486040,0.8054,6.5,32.5,73.9,6.8,31.71,1,K,5/25/11,09:47,2,9,E,681
SP11,5/25/11,11:07,82,43.9608,-68.23351667,43.96796667,-68.22126667,4,4,RA,58.6,00:17,2486041,0.6828,6.5,32.31,56.3,6.6,31.76,2,A,5/25/11,11:24,2,14,E,577
SP11,5/25/11,12:34,83,43.92221667,-68.14076667,43.91831667,-68.15931667,4,4,R,83.4,00:20,2486042,0.8372,7.1,33.28,82.7,7,31.83,1,K,5/25/11,12:54,2,0,,649
SP11,5/25/11,14:41,84,44.04761667,-68.25903333,44.03751667,-68.27145,4,3,NA,52.5,00:20,2486043,0.8093,6.4,31.95,51,7.3,31.14,1,K,5/25/11,15:01,2,0,,465
SP11,5/26/11,08:01,85,44.40721667,-68.23116667,44.40366667,-68.21196667,4,1,R,7.8,00:20,2486044,0.8522,7.9,31.06,11,8.5,30.77,1,K,5/26/11,08:21,0,3,S,18
SP11,5/26/11,09:44,86,44.31463333,-68.08646667,44.31758333,-68.10051667,4,2,R,32,00:15,2486045,0.6032,6.2,30.98,30.3,8.2,30.89,2,A,5/26/11,09:59,0,6,S,73
SP11,5/26/11,12:03,87,44.21743333,-68.06821667,44.22675,-68.08183333,4,3,F,40.7,00:20,2486046,0.8103,6.4,31.73,39.1,8,30.82,1,K,5/26/11,12:23,0,2,S,178
SP11,5/26/11,13:14,88,44.2402,-68.13408333,44.22643333,-68.1331,4,2,NA,34.8,00:20,2486047,0.8268,6.3,31.71,35.7,8.3,30.78,1,K,5/26/11,13:34,0,11,S,158
SP11,5/26/11,14:51,89,44.2833,-68.19778333,44.27366667,-68.19485,4,2,NA,33.8,00:16,2486048,0.5909,6.5,31.28,24.5,8.2,30.82,2,A,5/26/11,15:07,1,8,NW,99
SP11,5/26/11,15:51,90,44.28426667,-68.13081667,44.29858333,-68.12993333,4,2,F,36,00:20,2486049,0.8588,6.7,31.08,35,8.3,30.8,1,K,5/26/11,16:11,0,4,S,102
SP11,5/27/11,09:06,91,44.12453333,-68.0194,44.13485,-68.00788333,4,3,R,52.9,00:20,2486050,0.7939,6.3,32.3,50.9,7.3,31.69,1,K,5/27/11,09:26,2,8,S,298
SP11,5/27/11,10:20,92,44.13611667,-67.91221667,44.12448333,-67.90381667,4,3,R,54.1,00:20,2486051,0.7864,6.3,32.56,59,7.2,31.79,1,K,5/27/11,10:40,3,3,S,302
SP11,5/27/11,11:54,93,44.05915,-68.05206667,44.048,-68.06605,4,4,F,60.5,00:20,2486052,0.9013,6.6,32.68,69.4,7.2,31.79,1,K,5/27/11,12:14,3,13,NNW,446
SP11,5/27/11,13:07,94,44.05865,-68.12893333,44.05866667,-68.11016667,4,3,R,54.7,00:20,2486053,0.8111,6.4,32.48,56.4,7.1,31.59,1,K,5/27/11,13:27,2,8,SE,444
SP11,5/30/11,10:27,95,44.31705,-67.85721667,44.31011667,-67.87368333,5,2,R,33.1,00:20,2486054,0.8215,6.7,31.75,32.5,7.5,31.25,1,K,5/30/11,10:47,3,8,W,549
SP11,5/30/11,12:02,96,44.26071667,-67.81406667,44.25243333,-67.8288,5,3,R,43.3,00:20,2486055,0.8062,6.4,32.02,40.6,6.7,,1,K,5/30/11,12:22,2,11,W,655
SP11,5/30/11,13:47,97,44.19795,-67.74381667,44.1984,-67.72658333,5,4,R,71.6,00:20,2486056,0.7441,6.8,33.06,73.8,7.1,31.65,1,K,5/30/11,14:07,2,3,E,719
SP11,5/30/11,16:53,98,44.38825,-67.75543333,44.39975,-67.75128333,5,2,R,26.3,00:18,2486057,0.7123,6.9,31.48,25.1,7.3,31.16,1,A,5/30/11,17:11,2,3,W,392
SP11,5/31/11,08:25,99,44.398,-67.52698333,44.38891667,-67.54088333,5,3,R,47.1,00:20,2486058,0.8084,6.5,31.91,47.6,7,31.67,1,K,5/31/11,08:45,1,6,NW,402
SP11,5/31/11,09:58,100,44.34323333,-67.66053333,44.34943333,-67.64636667,5,3,R,39.8,00:18,2486059,0.7137,6.6,32,39.5,7,31.82,1,A,5/31/11,10:16,1,3,NE,493
SP11,5/31/11,11:46,101,44.3743,-67.66326667,44.36636667,-67.67865,5,2,NA,34.6,00:20,2486060,0.8145,6.5,31.95,34.5,7.3,31.54,1,K,5/31/11,12:06,0,10,N,459
SP11,5/31/11,13:24,102,44.45201667,-67.72166667,44.46566667,-67.72361667,5,1,F,19.9,00:20,2486061,0.8229,6.7,31.44,19.3,7.9,30.98,1,K,5/31/11,13:44,1,9,SW,260
SP11,5/31/11,15:39,103,44.46783333,-67.75886667,44.48048333,-67.75931667,5,1,NA,17.5,00:19,2486062,0.7587,7.1,31.28,12.5,8.2,30.88,1,A,5/31/11,15:58,1,3,NW,238
SP11,6/1/11,08:20,104,44.25136667,-67.5907,44.26593333,-67.59088333,5,4,R,75.3,00:20,2486063,0.873,7.1,33.24,73.9,7.8,31.81,1,K,6/1/11,08:40,2,9,SSW,642
SP11,6/1/11,10:01,105,44.29418333,-67.50926667,44.30286667,-67.49365,5,4,F,60.4,00:20,2486064,0.8508,6.3,32.36,60.6,7.3,31.8,1,K,6/1/11,10:21,3,17,SE,594
SP11,6/1/11,11:15,106,44.27948333,-67.50111667,44.28751667,-67.48711667,5,4,R,70.7,00:20,2486065,0.772,6.4,32.61,73,7.6,31.76,1,K,6/1/11,11:35,4,20,S,621
SP11,6/1/11,12:57,107,44.32555,-67.36456667,44.32911667,-67.34766667,5,4,R,92.5,00:20,2486066,0.7582,6.8,32.71,89,7,31.69,1,K,6/1/11,13:17,5,40,SE,538
SP11,6/2/11,08:13,108,44.59683333,-67.43733333,44.58631667,-67.44833333,5,1,R,20,00:20,2486067,0.7869,7.8,31.22,9.3,8.1,31.07,1,K,6/2/11,08:33,1,0,,115
SP11,6/2/11,10:01,109,44.50315,-67.39588333,44.50803333,-67.3831,5,2,R,37,00:15,2486068,0.6215,6.7,31.59,40,7.1,31.38,2,A,6/2/11,10:16,6,5,SW,212
SP11,6/2/11,11:14,110,44.54353333,-67.41746667,44.54983333,-67.4058,5,2,R,28.9,00:16,2486069,0.627,6.9,31.5,28.1,7.3,31.3,2,A,6/2/11,11:30,3,14,SSE,180
SP11,6/2/11,14:02,111,44.4327,-67.19261667,44.42623333,-67.20428333,5,3,R,54.2,00:16,2486070,0.6336,6.4,31.94,77.6,6.8,31.73,1,A,6/2/11,14:18,6,8,NW,346
SP11,6/2/11,16:40,112,44.5904,-67.28596667,44.58458333,-67.30403333,5,2,F,32.7,00:20,2486071,0.8489,6.7,31.54,28,6.9,31.46,1,K,6/2/11,17:00,2,19,W,120
SP11,6/3/11,07:20,113,44.55635,-67.18531667,44.5654,-67.17111667,5,3,R,42,00:20,2486072,0.8154,6.7,31.59,49.1,6.7,31.45,1,K,6/3/11,07:40,3,14,W,168
SP11,6/3/11,10:20,114,44.69733333,-66.963,44.71013333,-66.95148333,5,3,F,53.9,00:20,2486073,0.9119,6.7,31.43,56.8,6.8,31.41,1,K,6/3/11,10:40,3,20,W,42
SP11,6/3/11,12:30,115,44.74413333,-67.00083333,44.73511667,-67.01471667,5,3,R,48,00:20,2486074,0.8027,6.7,31.39,46.8,6.8,31.35,1,K,6/3/11,12:50,,17,WSW,24
SP11,6/3/11,14:22,116,44.6553,-67.09048333,44.64593333,-67.1018,5,3,R,46.9,00:16,2486075,0.7418,6.6,31.54,47.9,7.1,31.4,2,A,6/3/11,14:38,2,12,W,65
SP12,4/30/12,07:30,1,42.93807,-70.74302,42.92797,-70.75558,1,1,F,16.3,00:20,2753970,0.8201,6.5,32.13,14.6,7.5,31.74,1,K,4/30/12,07:50,1,1,NW,610
SP12,4/30/12,08:40,2,42.9049,-70.80092,42.91457,-70.7905,1,1,R,3.6,00:20,2753971,0.819,7.5,31.87,4.3,7.7,31.84,1,K,4/30/12,09:00,0,1,NE,629
SP12,4/30/12,09:53,3,42.93147,-70.70722,42.92172,-70.72088,1,2,R,22.5,00:20,2753972,0.8388,6.1,32.27,19.6,7.7,31.8,1,K,4/30/12,10:13,0,1,SW,612
SP12,4/30/12,11:44,4,42.98668,-70.65218,42.9768,-70.66328,1,1,NA,12.1,00:20,2753973,0.815,7.1,31.97,14,7.7,31.79,1,K,4/30/12,12:04,1,2,S,554
SP12,4/30/12,12:48,5,43.00483,-70.70013,43.00843,-70.68828,1,1,R,11.4,00:17,2753974,0.67,6.8,32.06,12.3,7.8,31.35,2,A,4/30/12,13:05,1,2,SW,513
SP12,5/1/12,07:42,6,42.94878,-70.6009,42.94128,-70.61307,1,2,R,34.7,00:17,2753975,0.6995,5.7,32.51,28.5,8.1,30.96,2,A,5/1/12,07:59,3,2,NE,597
SP12,5/1/12,09:08,7,42.90912,-70.6478,42.91707,-70.6328,1,2,R,32.7,00:20,2753976,0.8148,5.6,32.54,34.1,8,31.11,1,K,5/1/12,09:28,3,2,SE,636
SP12,5/1/12,10:37,8,42.89218,-70.54257,42.89098,-70.5613,1,3,R,46.9,00:20,2753977,0.8287,5.4,32.66,44.7,8,31.2,1,K,5/1/12,10:57,3,2,SW,661
SP12,5/1/12,12:34,9,42.98798,-70.45757,42.98402,-70.47457,1,3,R,53.2,00:20,2753978,0.8075,5.5,32.62,52.1,7.8,31.8,1,K,5/1/12,12:54,5,2,SW,563
SP12,5/2/12,08:58,10,42.97613,-70.31823,42.98953,-70.3161,1,4,R,85.4,00:20,2753979,0.8087,6.2,32.61,82.8,7.6,31.89,1,K,5/2/12,09:18,6,2,NE,569
SP12,5/2/12,10:10,11,43.00038,-70.33345,43.00668,-70.3485,1,4,R,74.5,00:20,2753980,0.78,6,32.62,70.8,7.6,31.84,1,K,5/2/12,10:30,3,1,E,528
SP12,5/2/12,11:34,12,43.05563,-70.34848,43.04523,-70.36133,1,4,R,64.7,00:20,2753981,0.8313,6,32.19,65.4,7.6,31.81,1,K,5/2/12,11:54,3,1,SW,489
SP12,5/2/12,12:53,13,43.0317,-70.38823,43.0219,-70.39445,1,4,R,59.9,00:16,2753982,0.658,5.4,32.66,58.3,8,31.85,2,A,5/2/12,13:09,3,1,SW,506
SP12,5/3/12,08:00,14,43.19677,-70.58083,43.21005,-70.57262,1,1,NA,15,00:20,2753983,0.8243,6.4,32.24,14.4,8,31.78,1,K,5/3/12,08:20,3,1,E,300
SP12,5/3/12,09:14,15,43.24245,-70.50392,43.2352,-70.5186,1,2,R,26.3,00:20,2753984,0.7864,6.2,32.29,24.8,7.8,31.95,1,K,5/3/12,09:34,2,1,S,262
SP12,5/3/12,11:04,16,43.15028,-70.38447,43.15802,-70.37708,1,3,F,48.5,00:15,2753985,0.5761,5.4,32.59,48.1,7.9,31.44,2,A,5/3/12,11:19,,1,SE,387
SP12,5/3/12,12:33,17,43.17993,-70.2707,43.1673,-70.2775,1,4,R,65.6,00:20,2753986,0.8138,6.1,32.99,69.4,8.1,31.37,1,K,5/3/12,12:53,2,1,S,372
SP12,5/3/12,13:53,18,43.20017,-70.29597,43.20783,-70.2882,1,4,R,56.2,00:15,2753987,0.5718,5.7,32.74,50.4,8.1,31.38,2,A,5/3/12,14:08,2,1,E,313
SP12,5/3/12,16:57,19,43.41017,-70.23888,43.41733,-70.2308,1,3,R,47.1,00:15,2753988,0.5558,5.6,32.56,49.2,8,31.08,2,A,5/3/12,17:12,2,1,SE,87
SP12,5/4/12,07:52,20,43.4472,-70.18472,43.4356,-70.18975,1,3,R,49.3,00:18,2753989,0.7293,5.5,32.57,49.5,8.3,29.52,1,A,5/4/12,08:10,2,2,S,66
SP12,5/4/12,09:30,21,43.43275,-70.15632,43.42242,-70.14628,1,3,R,56.5,00:20,2753990,0.8118,5.5,32.57,60,8,30.92,1,A,5/4/12,09:50,2,2,S,79
SP12,5/4/12,11:00,22,43.39543,-70.12248,43.40537,-70.13527,1,4,F,60.2,00:20,2753991,0.8171,5.6,32.62,55.6,8.4,31.39,1,K,5/4/12,11:20,2,1,S,105
SP12,5/4/12,12:44,23,43.42205,-70.29055,43.4298,-70.28077,1,2,F,32.2,00:16,2753992,0.6312,6,32.4,35,8.4,30.34,2,A,5/4/12,13:00,2,2,SE,73
SP12,5/4/12,14:18,24,43.52203,-70.31553,43.52212,-70.2967,1,1,R,9.4,00:20,2753993,0.8214,6.8,32.04,12.6,8.5,28.92,1,K,5/4/12,14:38,1,2,SE,15
SP12,5/7/12,07:45,25,43.58528,-69.94103,43.58117,-69.95942,2,3,R,50,00:20,2761266,0.8284,5.8,32.44,50.9,8.3,29.79,1,K,5/7/12,08:05,1,1,N,561
SP12,5/7/12,09:22,26,43.54512,-69.91852,43.55818,-69.919,2,3,R,52.7,00:20,2761267,0.7875,5.8,32.41,54.3,8.1,31.8,1,K,5/7/12,09:42,1,1,N,614
SP12,5/7/12,10:49,27,43.60895,-69.8652,43.5986,-69.87788,2,3,F,45.3,00:20,2761268,0.8408,5.8,32.41,47.5,8.2,28.94,1,K,5/7/12,11:09,1,1,W,535
SP12,5/7/12,12:12,28,43.6592,-69.8619,43.67048,-69.87087,2,1,R,18.6,00:20,2761269,0.7808,6.7,32.14,15.7,8.3,29.37,1,K,5/7/12,12:32,0.5,1,W,379
SP12,5/7/12,13:35,29,43.76322,-69.88013,43.75022,-69.87323,2,1,R,9.1,00:20,2761270,0.8251,6.9,31.67,10.2,10.2,28.75,1,K,5/7/12,13:55,0,1,SW,190
SP12,5/7/12,14:54,30,43.70387,-69.93973,43.70912,-69.9208,2,1,R,19.6,00:20,2761271,0.8692,7,31.98,14,9.7,26.87,1,K,5/7/12,15:14,0.5,2,S,298
SP12,5/7/12,16:23,31,43.65782,-69.99757,43.64955,-70.00738,2,2,R,27.3,00:17,2761272,0.6543,6.5,32.21,28.4,9.9,28.07,2,A,5/7/12,16:40,1,2,SW,414
SP12,5/8/12,09:06,32,43.46183,-69.78563,43.47313,-69.79723,2,4,NA,75.1,00:20,2761273,0.8458,6,32.8,74.2,8.2,32.24,1,K,5/8/12,09:26,1,2,SW,713
SP12,5/8/12,11:19,33,43.54075,-69.69388,43.5537,-69.68775,2,4,NA,67.1,00:20,2761274,0.8211,6,32.39,65.6,8.2,31.62,1,K,5/8/12,11:39,2,1,SE,624
SP12,5/8/12,12:51,34,43.55777,-69.78697,43.54413,-69.78355,2,4,R,63.3,00:20,2761275,0.8312,5.9,32.76,65.1,8,31.78,1,K,5/8/12,13:11,2,2,SW,620
SP12,5/9/12,08:33,35,43.69457,-69.74748,43.70755,-69.74345,2,1,F,18.4,00:20,2761276,0.802,6.9,31.94,16.6,8.1,28.42,1,K,5/9/12,08:53,4,1,W,306
SP12,5/9/12,11:25,36,43.68902,-69.65645,43.70217,-69.65532,2,3,NA,45.1,00:20,2761277,0.7899,6,31.6,42.5,8,29.5,1,K,5/9/12,11:45,4,1,NE,310
SP12,5/9/12,13:03,37,43.76002,-69.65613,43.7695,-69.65393,2,2,NA,30.8,00:16,2761278,0.5982,6.6,32.07,23.8,8.2,30.16,2,A,5/9/12,13:19,5,1,NE,164
SP12,5/10/12,08:20,38,43.56715,-69.55548,43.57665,-69.56868,2,4,R,81.4,00:20,2761279,0.8144,6,32.7,71.3,7.6,31.97,1,K,5/10/12,08:40,3,1,NE,604
SP12,5/10/12,10:32,39,43.66627,-69.40112,43.657,-69.40927,2,4,R,60.6,00:18,2761280,0.7051,5.8,32.73,67.3,7.9,31.82,1,A,5/10/12,10:50,5,2,NE,399
SP12,5/10/12,12:47,40,43.76655,-69.35492,43.7534,-69.36013,2,3,NA,45.6,00:20,2761281,0.8563,6.1,32.3,50.9,7.6,31.95,1,K,5/10/12,13:07,6,2,NE,208
SP12,5/10/12,14:46,41,43.68382,-69.51273,43.6973,-69.51263,2,4,F,71,00:20,2761282,0.8273,5.7,32.51,65.1,7.9,31.88,1,K,5/10/12,15:06,4,2,SW,353
SP12,5/10/12,16:17,42,43.77997,-69.50033,43.76618,-69.5004,2,3,NA,56.7,00:20,2761283,0.8522,5.8,32.41,59.7,8,31.05,1,K,5/10/12,16:37,3,2,SW,169
SP12,5/11/12,06:52,43,43.86188,-69.53707,43.85022,-69.53855,2,1,R,15.1,00:18,2761284,0.7206,6.9,31.8,16.7,8.6,30.94,1,A,5/11/12,07:10,1,1,NE,58
SP12,5/11/12,08:34,44,43.8338,-69.48517,43.82125,-69.48867,2,2,F,36.7,00:20,2761285,0.7802,6.1,32.28,39.2,8.6,31.09,1,K,5/11/12,08:54,2,2,NE,77
SP12,5/11/12,10:05,45,43.91462,-69.44937,43.90348,-69.45618,2,1,R,9.1,00:20,2761286,0.753,7.7,31.56,15.2,8.8,30.95,1,K,5/11/12,10:25,2,1,NW,28
SP12,5/11/12,11:34,46,43.9602,-69.3798,43.94765,-69.38717,2,1,R,5.6,00:20,2761287,0.8192,8.2,31.21,7.9,9.2,30.29,1,K,5/11/12,11:54,2,2,NE,9
SP12,5/11/12,13:56,47,43.86033,-69.27055,43.85055,-69.28453,2,2,R,35.2,00:20,2761288,0.8559,6.8,32.08,36.8,8,30.98,1,K,5/11/12,14:16,2,2,SE,69
SP12,5/14/12,09:24,48,43.75127,-69.1476,43.74037,-69.15847,3,3,R,53.7,00:20,2774725,0.8114,5.8,32.35,54.8,8.1,31.79,1,K,5/14/12,09:44,1,2,NE,594
SP12,5/14/12,10:28,49,43.77482,-69.18028,43.76227,-69.17348,3,3,NA,46.9,00:20,2774726,0.8139,6,31.99,47.8,8.1,31.8,1,K,5/14/12,10:48,1,1,NE,543
SP12,5/14/12,11:45,50,43.7798,-69.14577,43.7725,-69.15568,3,3,R,45.9,00:17,2774727,0.6711,6.2,32.13,48.4,8.1,31.9,2,A,5/14/12,12:02,1,1,NE,544
SP12,5/14/12,13:00,51,43.82372,-69.10665,43.81402,-69.10917,3,2,R,37,00:15,2774728,0.6072,6.3,32.15,34,7.8,31.42,2,A,5/14/12,13:15,1,1,SW,461
SP12,5/14/12,14:12,52,43.87385,-69.08352,43.86153,-69.08155,3,2,R,31.9,00:20,2774729,0.7513,6.5,32.03,34.8,8.2,30.98,1,K,5/14/12,14:32,1,1,NW,390
SP12,5/14/12,15:26,53,43.87475,-69.03518,43.88873,-69.03788,3,2,R,29.5,00:20,2774730,0.8687,6.8,31.78,28.6,7.7,31,1,K,5/14/12,15:46,1,1,NE,392
SP12,5/14/12,16:54,54,43.92087,-69.13235,43.92953,-69.11738,3,1,F,19.1,00:20,2774731,0.8325,7,31.65,20.6,8.9,29.77,1,K,5/14/12,17:14,1,1,NW,326
SP12,5/15/12,07:22,55,44.19005,-68.92385,44.1773,-68.93042,3,2,R,33.2,00:20,2774732,0.8156,7.2,31.09,35.9,10.4,24.55,1,K,5/15/12,07:42,0.5,2,SW,102
SP12,5/15/12,08:38,56,44.22617,-68.85675,44.23943,-68.86067,3,1,R,17.2,00:20,2774733,0.8128,6.8,31.38,16.9,9,27.36,1,K,5/15/12,08:58,0.5,1,W,64
SP12,5/15/12,10:03,57,44.27483,-68.77675,44.2669,-68.78362,3,1,R,16.5,00:15,2774712,0.5653,8.7,29.39,13.3,9.1,29.28,2,O,5/15/12,10:18,1,2,NW,40
SP12,5/15/12,11:21,58,44.29653,-68.80072,44.29343,-68.78927,3,1,R,15.6,00:15,2774713,0.5355,6.9,30.97,17.9,9.8,29.76,2,A,5/15/12,11:36,1,1,SW,26
SP12,5/15/12,15:00,59,44.20237,-69.02463,44.1891,-69.02947,3,1,R,14.4,00:20,2774714,0.8212,6.6,31.25,16.9,10.4,26.03,1,K,5/15/12,15:20,0.5,2,SW,84
SP12,5/16/12,09:32,60,43.54597,-69.03783,43.55628,-69.04995,3,4,R,69,00:20,2774715,0.8205,6.1,32.39,74.2,8.2,31.89,1,K,5/16/12,09:52,5,2,SW,786
SP12,5/16/12,11:23,61,43.565,-68.91488,43.55472,-68.92307,3,4,NA,73.2,00:20,2774716,0.7265,6.2,32.78,60,8.2,31.92,1,K,5/16/12,11:43,5,2,S,792
SP12,5/16/12,12:34,62,43.6067,-68.94468,43.61942,-68.93893,3,4,F,67.2,00:20,2774717,0.8408,6.2,32.14,70.6,8.2,31.84,1,K,5/16/12,12:54,4,1,S,746
SP12,5/17/12,07:29,63,43.9024,-68.75653,43.9155,-68.7543,3,3,F,48.3,00:20,2774718,0.8043,6.4,32.08,53.1,8.4,31.04,1,K,5/17/12,07:49,3,1,SW,360
SP12,5/17/12,09:03,64,43.8973,-68.64907,43.90867,-68.64925,3,3,R,51.3,00:20,2774719,0.8613,6.3,31.99,52.7,8.4,32.09,1,K,5/17/12,09:23,2,1,SW,365
SP12,5/17/12,10:20,65,43.85372,-68.62457,43.84168,-68.62863,3,3,NA,55.8,00:19,2774720,0.7501,6.5,32.58,55.9,8.1,31.82,1,A,5/17/12,10:39,2,1,SW,427
SP12,5/17/12,12:17,66,43.75213,-68.67862,43.75952,-68.67048,3,4,R,65.2,00:15,2774721,0.5801,6.6,32.51,63.9,8.6,31.52,2,A,5/17/12,12:32,3,2,SE,584
SP12,5/17/12,14:28,67,43.85492,-68.73393,43.84918,-68.74432,3,3,RA,53.9,00:15,2774722,0.5773,7,31.94,45.9,9,32.46,2,A,5/17/12,14:43,2,1,NE,422
SP12,5/18/12,08:00,68,43.97633,-68.71622,43.98165,-68.70457,3,3,R,45.7,00:17,2774723,0.6936,7,31.89,40.5,8.3,31.65,2,A,5/18/12,08:17,1,1,NW,270
SP12,5/18/12,09:58,69,44.11283,-68.75158,44.12377,-68.75052,3,2,R,43.2,00:17,2774724,0.6688,7.5,31.05,29.4,10.4,29.29,2,A,5/18/12,10:15,1,1,N,160
SP12,5/18/12,11:00,70,44.13563,-68.75363,44.1482,-68.75838,3,2,F,30.1,00:20,2774710,0.8028,7.6,31.29,27.1,11,28.16,1,K,5/18/12,11:20,1,1,S,146
SP12,5/18/12,12:19,71,44.15072,-68.78763,44.15827,-68.79837,3,1,NA,9.4,00:16,2774711,0.6483,7.5,31.32,8,10.9,29.12,2,A,5/18/12,12:35,1,2,SW,133
SP12,5/21/12,09:15,72,43.97767,-68.52095,43.97452,-68.50298,4,3,R,49.9,00:20,2790606,0.8153,6.7,32.29,51.4,10.5,31.7,1,K,5/21/12,09:35,1,1,NW,565
SP12,5/21/12,10:36,73,43.92072,-68.49173,43.92967,-68.47873,4,3,R,54.5,00:20,2790607,0.785,6.6,32.61,54.7,10,31.89,1,K,5/21/12,10:56,1,1,N,635
SP12,5/21/12,12:05,74,43.84022,-68.5098,43.83125,-68.52493,4,4,R,71.9,00:20,2790608,0.862,6.7,32.94,81.4,9.2,32.31,1,K,5/21/12,12:25,1,1,SW,705
SP12,5/21/12,15:28,75,44.13067,-68.48393,44.12473,-68.48048,4,1,R,12.8,00:10,2790609,0.4002,8.8,31.62,12.8,9.9,31.68,3,H,5/21/12,15:38,1,2,N,312
SP12,5/22/12,07:22,76,44.16342,-68.53535,44.15315,-68.54595,4,1,F,13.8,00:20,2790610,0.7671,9,31.45,12,10,30.89,1,K,5/22/12,07:42,0,1,E,255
SP12,5/22/12,09:36,77,44.31038,-68.464,44.30023,-68.4752,4,2,R,28.4,00:20,2790611,0.7879,7.6,30.82,31,11.3,30.24,1,K,5/22/12,09:56,1,1,E,79
SP12,5/22/12,11:09,78,44.39222,-68.40027,44.38347,-68.41517,4,1,R,11.2,00:20,2790612,0.8361,7.9,31.3,13.9,11.5,29.76,1,K,5/22/12,11:29,1,1,NW,28
SP12,5/22/12,12:19,79,44.38842,-68.49605,44.37558,-68.48565,4,1,R,14.8,00:20,2790613,0.8986,7.6,31.37,14.9,12.8,28.63,1,K,5/22/12,12:39,0,1,S,25
SP12,5/22/12,14:25,80,44.20723,-68.43563,44.21617,-68.44375,4,1,R,15.2,00:16,2790614,0.6557,8.2,31.5,15,10.5,31.06,2,A,5/22/12,14:41,0,1,SW,189
SP12,5/23/12,07:50,81,44.02823,-68.3007,44.0418,-68.29938,4,3,R,51,00:20,2790615,0.8172,6.7,32.26,47.8,9.3,31.78,1,K,5/23/12,08:10,2,1,SW,464
SP12,5/23/12,09:27,82,43.94733,-68.35302,43.93642,-68.36293,4,4,R,57.4,00:20,2790616,0.7943,6.8,32.55,58.1,10.6,31.92,1,K,5/23/12,09:47,2,1,NE,618
SP12,5/23/12,10:51,83,43.89533,-68.29518,43.9049,-68.28217,4,4,NA,72.7,00:20,2790617,0.8206,7.3,33.18,69.9,8.8,32.1,1,K,5/23/12,11:11,2,1,NW,663
SP12,5/23/12,12:13,84,43.96003,-68.23595,43.95375,-68.2447,4,4,R,60.3,00:15,2790618,0.548,7.2,33.09,61,9.2,31.92,2,A,5/23/12,12:28,2,1,W,600
SP12,5/23/12,13:28,85,43.99143,-68.26543,44.00278,-68.2743,4,3,RA,56.8,00:20,2790619,0.7914,6.7,32.45,55.8,8.8,31.98,1,K,5/23/12,13:48,2,1,NW,523
SP12,5/24/12,09:37,86,44.05925,-68.05215,44.05028,-68.06495,4,4,F,60.8,00:20,2790620,0.7831,6.9,32.69,63.6,8.9,32.09,1,K,5/24/12,09:57,2,1,SE,446
SP12,5/24/12,10:46,87,44.08328,-68.03617,44.094,-68.04653,4,3,R,53,00:20,2790621,0.8207,6.9,32.3,56.7,8.4,32,1,K,5/24/12,11:06,2,2,SE,389
SP12,5/24/12,11:54,88,44.11002,-67.99978,44.0998,-68.01127,4,3,NA,54.1,00:20,2790622,0.7955,6.8,32.3,54.1,7.9,32.19,1,K,5/24/12,12:14,2,1,SW,360
